27.282438,42.802616,33.35903,18.637705,4.1889973,7.6254725,51.952442,117.43629,14.355926,56.514793,124.05098,37.063515,34.573387,143.22928,26.505003,3.0
26.102726,41.120102,84.21158,13.876052,1.8641917,6.8375845,44.322285,122.72938,29.348387,68.96012,109.123276,47.124306,73.06423,105.57168,45.823864,3.0
16.53211,23.654055,78.954666,17.620926,1.3787655,6.883191,117.91471,54.96148,37.4881,131.92868,57.633656,46.569168,134.40715,56.315228,47.877914,3.0
16.177847,10.380804,71.51099,42.057858,9.274663,7.9852624,103.08749,66.60056,65.345345,116.95264,65.63411,71.97723,122.01262,54.462337,75.231895,3.0
14.318247,56.633503,53.712986,66.84631,19.051085,37.33338,142.6306,22.143951,134.97878,148.72523,36.793026,110.24015,142.88452,26.630306,118.05441,3.0
22.601809,106.51832,20.773922,63.53446,48.916958,19.845509,144.59212,23.549105,140.22864,145.91678,50.541687,102.22463,133.5173,33.55604,122.508415,3.0
4.91795,35.249096,58.33392,86.578125,1.5889108,23.799889,133.39848,40.202076,123.3987,140.55928,56.435375,114.20399,138.30032,52.45472,119.50146,3.0
42.922905,56.492413,29.546227,61.977337,14.980845,19.485905,83.96368,76.59382,47.76789,63.05971,88.23563,49.33573,29.687801,121.39172,33.85747,3.0
10.730993,12.237236,3.6304092,30.226408,12.160613,9.558468,85.79613,60.981937,44.796463,93.5714,59.539165,45.243492,99.68786,59.57931,51.87307,3.0
17.997665,9.760764,66.9679,58.30298,9.332783,8.159817,102.27486,63.63461,79.69853,111.54052,70.36943,85.39882,111.12432,61.109196,86.206696,3.0
9.964495,9.725897,56.984703,72.3845,13.959799,7.1116657,118.877174,48.40129,75.49778,127.027084,55.494076,87.378685,128.68349,48.72166,99.10411,3.0
21.800234,31.1492,71.55788,68.111595,89.23423,3.3117175,133.11198,24.57849,5.893969,126.635445,35.94488,17.547493,97.81015,59.260124,21.515148,3.0
